VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
4425,MARTIGNETTI COMPANIES,20788,Mt Tabor Galilee Chard,11.1,16.99,750.0,471.0,5228.1,473.0,8036.270000000002,4536.330000000002,52.55000000000001,144929.24,2808.170000000002,34.943699004637736,1.0042462845010616,1.537130123754328
4425,MARTIGNETTI COMPANIES,14195,Twomey Svgn Bl Napa,15.89,23.99,750.0,329.0,5227.810000000001,164.0,4283.36,1156.5600000000002,18.37,144929.24,-944.4500000000016,-22.049279070636178,0.49848024316109424,0.8193411772807349
10754,PERFECTA WINES,610,Moillard Pnt Nr Bourgogne,14.48,20.99,750.0,361.0,5227.28,175.0,3607.2500000000005,2951.57,19.310000000000002,28720.52,-1620.0299999999993,-44.91038880033264,0.48476454293628807,0.6900816485820542
90024,VINILANDIA USA,21157,Huber Hugo Gruner Veltliner,7.38,10.99,750.0,708.0,5225.040000000001,660.0,8741.400000000003,5195.090000000003,73.21,2802.6400000000003,3516.3600000000024,40.22650833962524,0.9322033898305084,1.67298240779018
11567,CAMPARI AMERICA,3282,Skyy Watermelon Fresca Vodka,0.79,0.99,50.0,6612.0,5223.48,9217.0,9124.83000000003,2668.0500000000125,480.0199999999988,20964.809999999998,3901.3500000000313,42.75531708535959,1.3939806412583182,1.7468871327161264
1587,VINEYARD BRANDS INC,21981,Massolino Barolo Serralunga,25.97,39.99,750.0,201.0,5219.969999999999,197.0,7878.03,4438.889999999999,21.92,6070.089999999999,2658.0600000000004,33.74016092855702,0.9800995024875622,1.5092098230449602
4425,MARTIGNETTI COMPANIES,33767,Sensi Chianti DOCG,7.14,11.99,750.0,731.0,5219.340000000001,723.0,8666.770000000004,5369.520000000003,80.14,144929.24,3447.430000000003,39.77756419058082,0.9890560875512996,1.6605107159142731
3960,DIAGEO NORTH AMERICA INC,8606,Baileys Espresso Creme,0.73,0.99,50.0,7144.0,5215.120000000003,10465.0,10360.35000000002,1717.6500000000042,547.869999999999,257032.07000000007,5145.230000000018,49.66270444531322,1.46486562150056,1.986598582582954
7239,REMY COINTREAU USA INC,6186,Rene Junot White,7.84,11.99,1500.0,665.0,5213.6,672.0,8612.280000000002,3641.150000000002,150.48999999999995,16978.669999999995,3398.680000000002,39.463185126354475,1.0105263157894737,1.6518873714899498
10754,PERFECTA WINES,20932,Frey Vyds Organic Agrul Red,7.43,10.99,750.0,701.0,5208.429999999999,681.0,8498.190000000004,5406.690000000003,75.52999999999999,28720.52,3289.7600000000048,38.71130205373148,0.9714693295292439,1.631622197092023
4425,MARTIGNETTI COMPANIES,44174,Dieberg Santa Maria V Pnt Nr,25.5,37.99,750.0,204.0,5202.0,34.0,1291.66,721.8100000000001,3.7800000000000002,144929.24,-3910.34,-302.7375625164517,0.16666666666666666,0.24830065359477127
1392,CONSTELLATION BRANDS INC,27911,Ruffino Chianti Clsc Santdam,10.38,15.99,750.0,501.0,5200.379999999998,560.0,9044.400000000003,5836.380000000002,62.07,79528.99,3844.020000000005,42.50165848480832,1.1177644710578842,1.7391805983408917
4425,MARTIGNETTI COMPANIES,17921,Raymond R Field Blend Lot 7,8.9,14.99,750.0,584.0,5197.599999999999,628.0,8287.720000000005,5332.970000000003,69.67,144929.24,3090.1200000000053,37.28552605541697,1.0753424657534247,1.594528243804834
7153,PINE STATE TRADING CO,21041,Alexander Vly Vyds Merlot,10.27,15.99,750.0,506.0,5196.62,381.0,6072.190000000002,4098.430000000001,42.16000000000002,15884.819999999998,875.5700000000024,14.419344585726106,0.7529644268774703,1.1684883635901802
8892,TRINCHERO FAMILY ESTATES,6241,Sutter Home Chard,4.05,5.99,750.0,1278.0,5175.9000000000015,1238.0,7415.620000000001,1928.780000000001,138.57999999999996,11595.970000000003,2239.7199999999993,30.202734228560786,0.9687010954616588,1.4327208794605766
8673,STE MICHELLE WINE ESTATES,23240,14 Hands Red Blend Ltd,5.4,7.99,750.0,958.0,5173.2,958.0,9570.420000000002,2917.0800000000017,107.27999999999996,15919.700000000003,4397.220000000002,45.94594594594596,1.0,1.8500000000000005
8892,TRINCHERO FAMILY ESTATES,22919,Complicated Pnt Nr,12.92,22.99,750.0,400.0,5168.0,850.0,16141.499999999989,11811.780000000004,94.03999999999995,11595.970000000003,10973.499999999989,67.98314902580303,2.125,3.1233552631578925
4425,MARTIGNETTI COMPANIES,37913,Pouilly Fume Minet Vls Vgns,13.15,19.99,750.0,393.0,5167.95,467.0,9335.330000000004,6216.890000000001,51.72000000000002,144929.24,4167.380000000004,44.640950025333886,1.188295165394402,1.8063893807022133
10754,PERFECTA WINES,16526,Flaco Tempranillo,6.03,8.99,750.0,856.0,5161.68,908.0,8262.920000000006,4526.0300000000025,100.97999999999995,28720.52,3101.2400000000052,37.532010475715644,1.060747663551402,1.6008198880984494
9165,ULTRA BEVERAGE COMPANY LLP,1988,Hardy V.S. Cognac,23.25,29.99,750.0,222.0,5161.5,8.0,239.92,239.92,6.32,68054.70000000003,-4921.58,-2051.342114038013,0.036036036036036036,0.04648261164390197
3252,E & J GALLO WINERY,10235,Sheffield Marsala Silver Lne,6.89,9.99,1500.0,749.0,5160.6100000000015,761.0,7982.890000000003,1940.6500000000003,171.0,61966.909999999996,2822.2800000000016,35.354113610484426,1.0160213618157543,1.5468888367847988
3924,HEAVEN HILL DISTILLERIES,2133,Parkers Heritage 24Yr Bourbn,198.4,249.99,750.0,26.0,5158.4,26.0,6499.74,2749.8900000000003,20.46,14069.869999999995,1341.3400000000001,20.636825473018924,1.0,1.2600302419354839
9552,M S WALKER INC,35896,Catena Alta Historic Rows CS,31.03,44.99,750.0,166.0,5150.980000000001,129.0,5530.710000000001,3560.17,14.31,55551.819999999985,379.72999999999956,6.8658454339497,0.7771084337349398,1.0737199523197527
3252,E & J GALLO WINERY,24818,Rancho Zabaco Monte Rsso Znf,20.68,29.99,750.0,249.0,5149.32,228.0,5740.72,3609.57,25.26,61966.909999999996,591.4000000000005,10.301843671177144,0.9156626506024096,1.114850116131839
8112,MOET HENNESSY USA INC,2016,Ardbeg Perpetuum Single Malt,74.62,99.99,750.0,69.0,5148.78,138.0,13228.619999999999,9688.98,108.83999999999999,48347.26,8079.839999999999,61.07847984143471,2.0,2.5692727209164112
9552,M S WALKER INC,19571,Mt Brave Cab Svgn Mt Veeder,45.15,69.99,750.0,114.0,5147.0999999999985,97.0,6959.029999999999,4231.41,10.760000000000002,55551.819999999985,1811.9300000000003,26.037105746059446,0.8508771929824561,1.35202929805133
1601,VRANKEN AMERICA,18584,Heidsieck Monopole Rose Top,26.48,43.99,750.0,194.0,5137.12,147.0,6334.530000000001,4722.9,16.25,1048.9699999999998,1197.4100000000008,18.902902030616332,0.7577319587628866,1.2330897467841906
6359,OLE SMOKY DISTILLERY LLC,4834,Ole Smoky Shine Nog,14.07,18.99,750.0,365.0,5135.55,434.0,6223.160000000002,2888.940000000001,341.8299999999999,1922.0,1087.6100000000015,17.476812423270513,1.189041095890411,1.2117806271966978
3664,WILLIAM GRANT & SONS INC,1045,Glenfiddich Trio 200ml Pack,33.55,49.99,200.0,153.0,5133.149999999998,183.0,9148.17,8048.39,5.490000000000002,30234.42000000001,4015.0200000000023,43.88877775555113,1.196078431372549,1.7821746880570417
10050,Russian Standard Vodka,5527,Fernet Gancia Liqueur,17.82,22.99,750.0,288.0,5132.16,124.0,2854.76,2578.8800000000006,97.84999999999997,732.5999999999999,-2277.3999999999996,-79.77553279435047,0.4305555555555556,0.5562492206010725
4425,MARTIGNETTI COMPANIES,24292,Olivier & Lafont Ventx Rouge,7.48,10.99,750.0,686.0,5131.280000000001,609.0,6692.910000000003,3890.460000000002,67.61000000000001,144929.24,1561.630000000002,23.33260121531593,0.8877551020408163,1.3043353705118415
4425,MARTIGNETTI COMPANIES,26503,Leflaive Macon Verze,24.65,35.99,750.0,208.0,5127.200000000001,167.0,6010.33,1835.4900000000002,18.69,144929.24,883.1299999999992,14.693535962251644,0.8028846153846154,1.1722441098455296
1392,CONSTELLATION BRANDS INC,8687,Paul Masson Ruby Burgundy,6.62,9.99,3000.0,774.0,5123.880000000001,775.0,8454.250000000005,5103.320000000003,348.74999999999994,79528.99,3330.3700000000044,39.392849750125706,1.0012919896640826,1.6499703349805233
4425,MARTIGNETTI COMPANIES,287,The Bitter Truth Falernum,24.99,34.99,750.0,205.0,5122.950000000001,81.0,2834.19,2729.2200000000003,63.959999999999994,144929.24,-2288.7600000000007,-80.75534808887197,0.3951219512195122,0.5532339765174362
10754,PERFECTA WINES,38105,Canyon Oaks Chard Cal,8.05,11.99,1500.0,636.0,5119.8,621.0,7445.790000000001,1115.0700000000002,139.68000000000004,28720.52,2325.9900000000007,31.238995459178952,0.9764150943396226,1.454312668463612
8673,STE MICHELLE WINE ESTATES,6743,Antinori Orvieto Clsc Campo,6.53,11.99,750.0,784.0,5119.519999999999,768.0,8881.820000000002,4669.5300000000025,85.36999999999999,15919.700000000003,3762.300000000003,42.359561441236174,0.9795918367346939,1.7348931149795301
12546,JIM BEAM BRANDS COMPANY,8152,Skinnygirl Mojito RTD,7.24,9.99,750.0,707.0,5118.68,1511.0,15779.890000000001,12556.01000000001,1191.38,123880.96999999999,10661.210000000001,67.56200455136253,2.1371994342291374,3.0828045511733495
1703,ALISA CARR BEVERAGES,90011,Ch Pichon Longville 12 Pauil,94.76,144.99,750.0,54.0,5117.04,100.0,14499.0,4204.71,11.2,172.00000000000003,9381.96,64.70763500931098,1.8518518518518519,2.8334740396791895
7153,PINE STATE TRADING CO,18653,Fuki Plum Wine,6.57,11.99,750.0,778.0,5111.460000000001,721.0,8622.790000000003,3840.820000000002,80.39999999999998,15884.819999999998,3511.3300000000017,40.721506612129026,0.9267352185089974,1.6869524558541007
90051,FULCHINO VINEYARD INC,24022,Fulchino Vyds 603 Red,10.06,14.99,750.0,508.0,5110.48,454.0,6805.460000000003,5321.450000000003,50.15000000000002,54.91000000000001,1694.9800000000032,24.90617827450316,0.8937007874015748,1.3316674754621882
516,BANFI PRODUCTS CORP,13505,C Y Toro Casillero Pnt Nr,5.8,9.99,750.0,881.0,5109.8,1181.0,11780.19,6491.5800000000045,131.19999999999993,8510.410000000002,6670.39,56.623789599318854,1.3405221339387061,2.3054111706916123
1392,CONSTELLATION BRANDS INC,8688,Paul Masson Chablis,6.62,9.99,3000.0,771.0,5104.020000000002,762.0,8297.380000000005,4755.630000000002,342.9000000000001,79528.99,3193.3600000000024,38.486365575639546,0.9883268482490273,1.6256558555805034
7255,PSP WINES,23122,Innocenti Vignalsole Rosso,17.0,24.99,750.0,300.0,5100.0,226.0,5896.740000000001,3654.6000000000004,25.069999999999997,648.71,796.7400000000007,13.511533491386777,0.7533333333333333,1.1562235294117649
9552,M S WALKER INC,24987,Rock Wall 12 Monte Rosso Znf,25.97,39.99,750.0,196.0,5090.119999999999,79.0,3159.21,1639.5900000000001,8.8,55551.819999999985,-1930.909999999999,-61.12002684215354,0.4030612244897959,0.6206553087157082
3664,WILLIAM GRANT & SONS INC,2937,Tullamore Dew 14 Yr Irish,53.02,69.99,750.0,96.0,5089.919999999999,65.0,4549.349999999999,4059.4199999999996,51.29,30234.42000000001,-540.5699999999997,-11.88235682020508,0.6770833333333334,0.8937959732176538
9165,ULTRA BEVERAGE COMPANY LLP,35885,Due Torri Pinot Grigio Dell,6.03,9.99,750.0,843.0,5083.29,835.0,8202.650000000001,4252.670000000002,92.94999999999997,68054.70000000003,3119.3600000000015,38.028685851523605,0.9905100830367735,1.6136498212771653
7153,PINE STATE TRADING CO,16539,Catalpa Chard,9.14,15.99,750.0,556.0,5081.840000000001,526.0,7910.740000000003,5149.570000000002,58.269999999999996,15884.819999999998,2828.9000000000024,35.760244932838155,0.9460431654676259,1.5566684507973494
480,BACARDI USA INC,12191,M & R Sparkling Rose,6.66,13.99,750.0,763.0,5081.58,779.0,8902.210000000005,5414.270000000003,86.46999999999998,89286.26999999999,3820.6300000000047,42.91776985714787,1.020969855832241,1.7518586738770234
4425,MARTIGNETTI COMPANIES,27407,Hourglass Blueline Est Merlt,47.05,71.99,750.0,108.0,5081.400000000001,13.0,935.8699999999999,791.8899999999999,1.4300000000000002,144929.24,-4145.530000000001,-442.9600264994071,0.12037037037037036,0.18417562089188014
90047,CRUSH WINES,18337,Mile Marker Pnt Nr,10.2,17.99,750.0,498.0,5079.6,481.0,8094.190000000002,4827.120000000003,53.390000000000015,1457.7299999999998,3014.590000000002,37.24387492757152,0.9658634538152611,1.5934699582644307
9165,ULTRA BEVERAGE COMPANY LLP,44269,Codorniu Original Spklg Cava,6.45,10.99,750.0,787.0,5076.15,718.0,7828.820000000003,3774.530000000002,79.99,68054.70000000003,2752.6700000000037,35.16072664846047,0.9123252858958069,1.5422751494735192
9552,M S WALKER INC,4802,Monteru Sauternes French Bra,42.3,54.99,750.0,120.0,5076.0,3.0,164.97,164.97,2.37,55551.819999999985,-4911.03,-2976.9230769230767,0.025,0.0325
3960,DIAGEO NORTH AMERICA INC,5001,Johnnie Walker King George V,338.34,449.99,750.0,15.0,5075.099999999999,11.0,4949.889999999999,4949.889999999999,8.690000000000001,257032.07000000007,-125.21000000000004,-2.5295511617429893,0.7333333333333333,0.9753285649543851
9552,M S WALKER INC,3872,Sobieski Estate Rye Vodka,17.31,21.99,750.0,293.0,5071.83,34.0,747.6600000000001,659.7,26.82,55551.819999999985,-4324.17,-578.3604847123024,0.11604095563139932,0.14741424692862343
9552,M S WALKER INC,44613,Bodegas Borsao 14 Rose,6.2,8.99,750.0,818.0,5071.600000000001,988.0,8417.120000000004,4081.230000000003,109.97999999999995,55551.819999999985,3345.520000000003,39.74661166764881,1.2078239608801955,1.659657701711492
2000,SOUTHERN GLAZERS W&S OF NE,27612,Dominus 13 Christian Moueix,168.82,259.99,750.0,30.0,5064.599999999999,23.0,5979.77,1559.94,2.5900000000000003,19016.59,915.170000000001,15.304434785953323,0.7666666666666667,1.1806993642143508
10754,PERFECTA WINES,39574,Morgan Winery Double L Chard,16.55,24.99,750.0,306.0,5064.299999999999,196.0,7040.04,4384.780000000001,21.730000000000004,28720.52,1975.7400000000007,28.06432917994785,0.6405228758169934,1.3901309164149045
10754,PERFECTA WINES,36868,Dunn Cab Svgn Howell Mtn,62.49,94.99,750.0,81.0,5061.6900000000005,68.0,8839.320000000002,4549.650000000001,7.58,28720.52,3777.630000000001,42.73665847599137,0.8395061728395061,1.7463179293872206
9165,ULTRA BEVERAGE COMPANY LLP,41409,Ben Marco Malbec,12.41,17.99,750.0,407.0,5050.87,474.0,8271.760000000002,4897.190000000002,52.600000000000016,68054.70000000003,3220.890000000002,38.938387960966004,1.1646191646191646,1.6376901405104471
2000,SOUTHERN WINE & SPIRITS NE,20064,Ch Grand Leoville 10 Brdx,315.43,469.99,750.0,16.0,5046.88,18.0,8459.82,2349.95,2.02,19016.59,3412.9399999999996,40.34293873864928,1.125,1.676247503408046
9165,ULTRA BEVERAGE COMPANY LLP,21428,Verde Sole Petite Sirah,9.45,14.99,750.0,534.0,5046.3,409.0,5506.910000000002,2974.8200000000006,45.46,68054.70000000003,460.6100000000015,8.364218772415045,0.7659176029962547,1.0912767770445675
516,BANFI PRODUCTS CORP,45524,Natura Valle Cab Svgn Cntrl,5.8,9.99,750.0,870.0,5046.0,823.0,8249.770000000004,4143.910000000002,91.52,8510.410000000002,3203.770000000004,38.834658420780244,0.9459770114942528,1.6349128022195807
10754,PERFECTA WINES,26028,Wines of Substance Cab Svgn,13.07,19.99,750.0,386.0,5045.0199999999995,281.0,5467.190000000001,3806.050000000001,31.160000000000007,28720.52,422.1700000000019,7.721882722202846,0.727979274611399,1.0836805404141117
4425,MARTIGNETTI COMPANIES,4542,Richland Rum,42.02,57.99,750.0,120.0,5042.399999999999,64.0,3711.36,2957.4900000000002,50.489999999999995,144929.24,-1331.0399999999986,-35.863942058975645,0.5333333333333333,0.7360304616849122
7153,PINE STATE TRADING CO,21581,Epiphany Revelation,19.59,29.99,750.0,257.0,5034.63,239.0,7278.610000000002,4637.4800000000005,26.500000000000004,15884.819999999998,2243.9800000000023,30.829787555590993,0.9299610894941635,1.4457090193321063
7153,PINE STATE TRADING CO,3884,Bracero Blanco Tequila,25.92,34.99,750.0,194.0,5028.4800000000005,327.0,11660.73,10065.18,258.0699999999999,15884.819999999998,6632.249999999999,56.87679930844809,1.6855670103092784,2.3189373329515077
11567,CAMPARI AMERICA,4868,Skyy Infusions Blueberry,0.79,0.99,50.0,6362.0,5025.98,6567.0,6501.3300000000145,1768.1400000000044,341.98,20964.809999999998,1475.350000000015,22.693048960751288,1.0322225715183904,1.2935447415230492
10754,PERFECTA WINES,24050,Choyomusubi Ryo Junmai Sake,8.9,12.99,180.0,564.0,5019.6,518.0,6728.820000000002,4338.660000000002,14.510000000000002,28720.52,1709.220000000002,25.40148198346815,0.9184397163120568,1.3405092039206314
7153,PINE STATE TRADING CO,5685,P & J Cold Soaked Peaches,13.56,21.99,750.0,370.0,5017.200000000001,555.0,8838.45,3477.8700000000013,437.3299999999999,15884.819999999998,3821.25,43.23439064541859,1.5,1.761629992824683
7153,PINE STATE TRADING CO,22524,Dry Creek Vyds Est Block 10,18.82,29.99,750.0,266.0,5006.12,250.0,7470.500000000002,4838.380000000001,27.71,15884.819999999998,2464.380000000002,32.98815340338667,0.9398496240601504,1.4922734572882796
9744,FREDERICK WILDMAN & SONS,25427,Fattoire Barbi 10 Brunello,27.62,41.99,750.0,181.0,4999.219999999999,153.0,6424.47,4031.04,16.970000000000002,3999.9299999999994,1425.250000000001,22.184709400152865,0.8453038674033149,1.2850944747380593
7153,PINE STATE TRADING CO,1731,The Spiced Tree Scotch,41.66,54.99,750.0,120.0,4999.2,17.0,934.83,879.84,13.42,15884.819999999998,-4064.37,-434.7710278874233,0.14166666666666666,0.18699591934709556
7153,PINE STATE TRADING CO,21789,Carpene Malvolti Sprklg Rose,13.69,19.99,750.0,365.0,4996.85,334.0,6666.660000000003,5128.930000000001,36.940000000000005,15884.819999999998,1669.8100000000022,25.04717504717507,0.915068493150685,1.334172528693077
9165,ULTRA BEVERAGE COMPANY LLP,38153,Lange Three Hills Cve Pnt Nr,28.85,43.99,750.0,173.0,4991.049999999998,81.0,3503.19,1430.67,9.06,68054.70000000003,-1487.8599999999983,-42.47157590653086,0.4682080924855491,0.7018943909598183
1128,BROWN-FORMAN CORP,1999,Old Forrester 1870 Craft,34.88,49.99,750.0,143.0,4987.84,355.0,13378.449999999997,10104.340000000002,279.9399999999998,68601.68000000001,8390.609999999997,62.71735514951282,2.4825174825174825,2.682213142362224
10754,PERFECTA WINES,36845,Frey Natural Red Organic Ca,7.33,10.99,750.0,680.0,4984.400000000001,620.0,6359.800000000002,2651.430000000001,69.2,28720.52,1375.4000000000015,21.62646624107678,0.9117647058823529,1.275940935719445
9552,M S WALKER INC,26340,Avancia 15 Cuvee De O Rose M,11.48,16.99,750.0,434.0,4982.320000000001,247.0,4196.530000000001,2089.770000000001,27.450000000000003,55551.819999999985,-785.79,-18.72475592930349,0.5691244239631337,0.842284317346136
4425,MARTIGNETTI COMPANIES,44704,J Lohr Riverstone Chard,7.56,11.49,750.0,659.0,4982.040000000001,633.0,7273.17,1057.0800000000002,71.35,144929.24,2291.129999999999,31.501119869327944,0.960546282245827,1.4598778813498083
2000,SOUTHERN WINE & SPIRITS NE,36826,Turnbull Cab Svgn Napa,29.65,42.99,750.0,168.0,4981.200000000001,125.0,5526.75,3633.18,13.849999999999998,19016.59,545.5499999999993,9.871081557877583,0.7440476190476191,1.1095218019754274
1590,DIAGEO CHATEAU ESTATE WINES,6245,Blossom Hill Chard,7.58,10.99,1500.0,657.0,4980.06,651.0,7154.490000000002,1978.2,146.09,7259.75,2174.430000000001,30.39252273746977,0.9908675799086758,1.4366272695509694
7153,PINE STATE TRADING CO,27105,Lan Rioja 2011 Ltd Edition,29.79,44.99,750.0,167.0,4974.93,97.0,4364.030000000001,3149.2999999999997,10.75,15884.819999999998,-610.8999999999996,-13.998528882707028,0.5808383233532934,0.8772043023720938
1392,CONSTELLATION BRANDS INC,21632,Simi Chard Sonoma Cty,7.38,10.99,375.0,674.0,4974.12,517.0,5097.830000000002,3113.8300000000017,29.64,79528.99,123.71000000000186,2.4267188195762084,0.7670623145400594,1.024870730903155
4425,MARTIGNETTI COMPANIES,27868,Chimney Rock Elevage SLD,59.2,89.99,750.0,84.0,4972.799999999999,9.0,809.91,629.93,0.99,144929.24,-4162.889999999999,-513.9941474978701,0.10714285714285714,0.16286800193050194
4425,MARTIGNETTI COMPANIES,18952,J Lohr Falcon's Perch Pnt Nr,9.18,13.49,750.0,540.0,4957.200000000001,549.0,7406.01,1416.4500000000005,61.899999999999984,144929.24,2448.8099999999995,33.06517274483831,1.0166666666666666,1.4939905591866374
12546,JIM BEAM BRANDS COMPANY,281,Kamora Coffee Gift Pack,7.14,10.99,750.0,693.0,4948.020000000004,736.0,7627.640000000004,5316.880000000003,580.2900000000001,123880.96999999999,2679.62,35.13039419794325,1.0620490620490621,1.5415539953355075
653,STATE WINE & SPIRITS,21528,Aviary Red Blend,11.48,16.99,750.0,431.0,4947.879999999999,328.0,5894.72,2394.67,36.55,8014.98,946.840000000001,16.06251017860053,0.7610208816705336,1.1913627654672307
2000,SOUTHERN WINE & SPIRITS NE,26268,Tasca Grillo Cavallo DOC,10.32,15.99,750.0,478.0,4932.96,298.0,4765.020000000002,2174.640000000001,33.14,19016.59,-167.93999999999778,-3.524434315071032,0.6234309623430963,0.9659555317699723
9552,M S WALKER INC,35590,Tiziano Chianti,7.53,10.99,750.0,655.0,4932.15,643.0,7232.570000000003,3537.8700000000013,71.5,55551.819999999985,2300.4200000000037,31.806398002369875,0.981679389312977,1.4664132274971369
4425,MARTIGNETTI COMPANIES,39981,Little Penguin Merlot Ausl,7.99,14.99,1500.0,617.0,4929.830000000001,591.0,7275.090000000003,5317.700000000003,131.39,144929.24,2345.260000000002,32.23685205268939,0.9578606158833063,1.475728371972259
4425,MARTIGNETTI COMPANIES,2313,Black Button Bespoke Bourbon,16.53,21.99,750.0,298.0,4925.939999999999,70.0,1554.3000000000002,1290.4200000000003,55.209999999999994,144929.24,-3371.6399999999985,-216.9233738660489,0.2348993288590604,0.3155336849413514
9552,M S WALKER INC,26392,Pepperwood Grove Pnt Nr,5.29,7.99,750.0,931.0,4924.99,1257.0,9378.430000000006,4532.930000000004,139.87999999999988,55551.819999999985,4453.440000000006,47.485986460420385,1.3501611170784102,1.904253612697692
9165,ULTRA BEVERAGE COMPANY LLP,10621,Righetti Campolieti Valpo,11.56,16.99,750.0,426.0,4924.56,388.0,6592.120000000002,4230.510000000001,43.000000000000014,68054.70000000003,1667.5600000000013,25.29626281074982,0.9107981220657277,1.3386211153889893
10754,PERFECTA WINES,21364,La Caplana Gavi di Gavi,10.34,14.99,750.0,476.0,4921.84,435.0,6654.6500000000015,3923.440000000002,48.32,28720.52,1732.8100000000013,26.03908545152639,0.9138655462184874,1.3520654877037859
8673,STE MICHELLE WINE ESTATES,32670,Columbia Crest Vns Merlot/Ca,4.69,6.99,750.0,1049.0,4919.809999999999,1060.0,7712.400000000005,3689.9600000000037,118.08999999999995,15919.700000000003,2792.5900000000065,36.20909185208242,1.0104861773117255,1.5676215138389507
9552,M S WALKER INC,6426,Schmitt Sohne Liebfraumilch,9.08,15.99,1500.0,541.0,4912.280000000001,492.0,7277.080000000004,4814.750000000002,109.65000000000003,55551.819999999985,2364.800000000003,32.496550814337645,0.9094269870609981,1.4814057830579694
10754,PERFECTA WINES,18741,Ca'Momi Pinot Noir Napa Vall,9.8,17.99,750.0,501.0,4909.799999999999,438.0,9584.620000000003,7478.590000000002,48.32000000000002,28720.52,4674.820000000003,48.77418197069891,0.874251497005988,1.9521406167257331
6359,OLE SMOKY DISTILLERY LLC,2215,Ole Smoky Harley-Davidson,13.86,18.99,750.0,354.0,4906.44,367.0,6347.330000000002,3559.9400000000014,289.07999999999987,1922.0,1440.8900000000021,22.700726132090214,1.036723163841808,1.293673213164739
3252,E & J GALLO WINERY,36625,Talbott Logan Slpy Hl Pnt Nr,14.18,21.99,750.0,346.0,4906.28,392.0,8731.08,4974.750000000001,43.55,61966.909999999996,3824.8,43.80672265057702,1.1329479768786128,1.7795723032521584
10754,PERFECTA WINES,37314,Dr Frank Johannisberg Rsl,11.03,15.99,750.0,444.0,4897.320000000001,335.0,5432.6500000000015,3999.5400000000013,37.04,28720.52,535.3300000000008,9.853938685540218,0.7545045045045045,1.1093108067269446
4425,MARTIGNETTI COMPANIES,26844,Blue Current Junmai Ginjo,12.92,18.99,375.0,379.0,4896.68,279.0,5298.210000000002,3247.290000000001,16.120000000000005,144929.24,401.53000000000156,7.578597299842804,0.7361477572559367,1.082000457452805
10754,PERFECTA WINES,26024,Ch le Pape Pessac Leo Rouge,23.99,35.99,750.0,204.0,4893.960000000001,53.0,1907.4700000000003,1691.5300000000002,5.83,28720.52,-2986.4900000000007,-156.56812426932012,0.25980392156862747,0.38976003073175913
4425,MARTIGNETTI COMPANIES,21561,Talley Vyds Chard,14.86,21.99,750.0,329.0,4888.94,275.0,6182.250000000003,3983.230000000001,30.460000000000008,144929.24,1293.3100000000031,20.919729871810468,0.8358662613981763,1.2645379161945132
9552,M S WALKER INC,20801,Catena Historic Rows Chard,20.54,29.99,750.0,238.0,4888.52,192.0,5516.080000000001,2617.0800000000004,21.41,55551.819999999985,627.5600000000004,11.376919841626668,0.8067226890756303,1.1283742318738597
7153,PINE STATE TRADING CO,16315,24 Knots Pnt Nr,9.45,15.99,750.0,517.0,4885.65,638.0,9393.620000000003,7253.080000000004,70.45,15884.819999999998,4507.970000000003,47.989699391714815,1.2340425531914894,1.9226960588662723
9552,M S WALKER INC,8877,Latour Beaujolais Villages,9.08,13.99,750.0,538.0,4885.04,578.0,8482.220000000005,5784.060000000003,64.01000000000002,55551.819999999985,3597.180000000005,42.408473253464344,1.0743494423791822,1.7363665394756245
90046,CANDIA VINEYARDS,12086,Candia Vyds Classic Cab Svgn,9.65,13.99,750.0,506.0,4882.9,507.0,7092.930000000003,6267.520000000004,55.87000000000004,194.13000000000005,2210.0300000000034,31.158209653838437,1.0019762845849802,1.452606033299884
4425,MARTIGNETTI COMPANIES,39285,Dow LBV Port,16.89,24.99,750.0,289.0,4881.210000000001,236.0,5819.640000000001,4984.9800000000005,26.010000000000005,144929.24,938.4300000000003,16.125224240674683,0.8166089965397924,1.1922535600803899
8004,SAZERAC CO INC,1042,Benchmark Egg Nog,5.34,6.99,750.0,914.0,4880.76,1002.0,6931.980000000003,2371.5500000000015,788.98,50293.62000000002,2051.220000000003,29.590679719214453,1.0962800875273524,1.4202665158704797
9165,ULTRA BEVERAGE COMPANY LLP,33581,Masi Modello Delle Venezie,6.75,10.99,750.0,721.0,4866.75,673.0,7185.270000000004,5000.330000000003,74.39999999999999,68054.70000000003,2318.520000000004,32.26768096397217,0.9334257975034674,1.476400061642781
9165,ULTRA BEVERAGE COMPANY LLP,19164,Tracia Malbec,3.99,6.49,750.0,1219.0,4863.81,1556.0,11439.440000000008,6745.070000000007,172.86999999999975,68054.70000000003,6575.630000000007,57.482097025728564,1.276456111566858,2.351950425695084
9165,ULTRA BEVERAGE COMPANY LLP,19267,Tom Eddy Manchster Ridge Pnt,32.21,49.99,750.0,151.0,4863.71,68.0,3263.32,1919.6000000000001,7.5600000000000005,68054.70000000003,-1600.3899999999999,-49.04177340867582,0.4503311258278146,0.6709528323029128
